role,id,season,end_n,end_rate,end_success
batter,24108,2022,0,,1
batter,24108,2025,112,0.4375,0
batter,24114,2022,32,0.625,1
batter,24119,2022,97,0.56701,0
batter,24119,2023,121,0.570248,1
batter,24120,2022,43,0.72093,1
batter,24120,2023,79,0.78481,1
batter,24120,2025,165,0.618182,1
batter,24121,2025,3,0.0,1
batter,24122,2022,10,0.8,1
batter,24122,2025,77,0.558442,0
batter,24123,2023,91,0.736264,0
batter,24123,2025,124,0.701613,1
batter,24124,2022,8,0.75,1
batter,24124,2023,31,0.645161,0
batter,24124,2024,78,0.538462,0
batter,24124,2025,157,0.509554,1
batter,24127,2022,6,0.666667,1
batter,24128,2022,141,0.631206,1
batter,24128,2023,431,0.640371,1
batter,24128,2024,515,0.625243,0
batter,24128,2025,563,0.618117,1
batter,24130,2022,163,0.638037,1
batter,24130,2023,181,0.651934,0
batter,24130,2025,319,0.548589,1
batter,24132,2022,113,0.646018,1
batter,24132,2023,141,0.652482,1
batter,24132,2024,177,0.632768,0
batter,24132,2025,354,0.556497,0
batter,24134,2022,65,0.8,0
batter,24134,2023,211,0.753555,1
batter,24134,2024,249,0.726908,0
batter,24134,2025,310,0.674194,0
batter,24137,2022,77,0.662338,1
batter,24137,2024,140,0.6,0
batter,24137,2025,153,0.601307,0
batter,24139,2022,1038,0.537572,0
batter,24141,2022,45,0.711111,1
batter,24141,2023,72,0.708333,1
batter,24142,2022,38,0.842105,1
batter,24143,2022,605,0.540496,1
batter,24144,2022,2391,0.505228,0
batter,24144,2023,4434,0.503157,0
batter,24144,2024,6257,0.498322,1
batter,24144,2025,7475,0.492441,0
batter,24145,2022,343,0.548105,1
batter,24145,2023,372,0.572581,1
batter,24145,2024,397,0.56927,1
batter,24148,2022,598,0.560201,0
batter,24149,2022,906,0.532009,0
batter,24150,2022,1019,0.481845,1
batter,24155,2023,181,0.767956,1
batter,24155,2025,588,0.571429,0
batter,24158,2023,26,0.884615,0
batter,24158,2024,152,0.552632,0
batter,24158,2025,572,0.52972,0
batter,24159,2023,1,0.0,1
batter,24159,2024,434,0.465438,1
batter,24159,2025,832,0.463942,1
batter,24160,2023,686,0.698251,1
batter,24160,2025,1022,0.626223,1
batter,24162,2023,823,0.708384,1
batter,24162,2024,1255,0.611952,1
batter,24163,2023,507,0.538462,1
batter,24171,2023,77,0.727273,0
batter,24171,2025,188,0.579787,0
batter,24174,2023,37,0.72973,1
batter,24174,2024,85,0.576471,0
batter,24174,2025,88,0.556818,0
batter,24175,2023,152,0.710526,1
batter,24176,2023,95,0.715789,1
batter,24176,2025,108,0.675926,0
batter,24177,2023,1031,0.516004,1
batter,24180,2023,685,0.50073,1
batter,24180,2024,1454,0.511692,1
batter,24180,2025,1467,0.511247,1
batter,24186,2023,3,1.0,1
batter,24186,2024,32,0.3125,0
batter,24187,2023,37,0.864865,1
batter,24187,2024,70,0.657143,0
batter,24188,2023,9,0.888889,0
batter,24189,2023,3,0.666667,1
batter,24190,2023,61,0.704918,1
batter,24191,2023,94,0.723404,0
batter,24191,2024,302,0.546358,0
batter,24191,2025,933,0.459807,0
batter,24194,2023,2099,0.522153,1
batter,24195,2023,26,0.846154,1
batter,24200,2023,30,0.7,1
batter,24204,2023,20,0.8,0
batter,24206,2023,17,0.823529,1
batter,24206,2024,23,0.73913,0
batter,24206,2025,70,0.614286,0
batter,24207,2023,2196,0.520036,1
batter,24210,2023,414,0.55314,1
batter,24210,2024,486,0.54321,0
batter,24210,2025,599,0.539232,1
batter,24212,2023,100,0.61,1
batter,24212,2024,1826,0.514786,0
batter,24212,2025,4445,0.506187,1
batter,24213,2025,4,0.25,1
batter,24214,2023,329,0.541033,1
batter,24214,2024,374,0.526738,0
batter,24214,2025,467,0.522484,0
batter,24215,2024,81,0.493827,1
batter,24215,2025,153,0.529412,0
batter,24216,2023,8,0.75,1
batter,24217,2023,79,0.721519,1
batter,24218,2023,83,0.746988,1
batter,24218,2024,126,0.642857,0
batter,24219,2023,9,0.222222,0
batter,24219,2024,45,0.511111,0
batter,24220,2023,56,0.696429,1
batter,24221,2023,1286,0.559876,1
batter,24225,2023,147,0.734694,1
batter,24225,2025,193,0.632124,1
batter,24227,2023,150,0.58,0
batter,24227,2024,270,0.52963,1
batter,24230,2023,60,0.616667,1
batter,24230,2025,89,0.573034,1
batter,24232,2023,16,0.8125,0
batter,24232,2024,149,0.557047,1
batter,24233,2023,13,0.538462,1
batter,24235,2023,43,0.767442,1
batter,24235,2025,63,0.68254,0
batter,24236,2023,63,0.714286,1
batter,24236,2025,87,0.666667,0
batter,24238,2023,16,0.625,1
batter,24242,2023,216,0.634259,1
batter,24242,2024,270,0.6,0
batter,24242,2025,416,0.540865,0
batter,24243,2023,4,1.0,0
batter,24243,2025,72,0.430556,0
batter,24245,2023,604,0.596026,1
batter,24245,2024,977,0.576254,1
batter,24245,2025,1221,0.56593,1
batter,24250,2023,17,0.764706,0
batter,24251,2023,2604,0.504608,0
batter,24255,2023,59,0.762712,0
batter,24255,2025,220,0.522727,1
batter,24260,2024,29,0.482759,1
batter,24260,2025,169,0.43787,0
batter,24263,2023,307,0.557003,0
batter,24263,2025,1611,0.498448,0
batter,24264,2023,1015,0.514286,0
batter,24264,2024,2484,0.51087,1
batter,24264,2025,4867,0.502774,1
batter,24266,2024,2,0.5,1
batter,24266,2025,129,0.465116,1
batter,24270,2023,2020,0.520297,0
batter,24270,2024,4196,0.512154,0
batter,24270,2025,6401,0.506171,1
batter,24272,2023,867,0.537486,1
batter,24272,2024,3030,0.522772,0
batter,24272,2025,5035,0.509235,1
batter,24273,2023,70,0.414286,0
batter,24273,2024,477,0.509434,0
batter,24273,2025,2433,0.498561,1
batter,24274,2023,222,0.608108,1
batter,24274,2024,268,0.619403,1
batter,24274,2025,499,0.54509,0
batter,24278,2023,78,0.474359,0
batter,24278,2024,224,0.464286,1
batter,24278,2025,242,0.475207,0
batter,24280,2023,48,0.583333,1
batter,24280,2024,129,0.51938,1
batter,24282,2023,50,0.78,0
batter,24282,2024,86,0.686047,0
batter,24284,2023,15,0.733333,1
batter,24287,2023,71,0.591549,0
batter,24287,2024,166,0.542169,0
batter,24288,2023,24,0.75,1
batter,24288,2025,50,0.64,1
batter,24290,2025,62,0.451613,0
batter,24292,2023,27,0.740741,1
batter,24295,2023,28,0.678571,0
batter,24296,2023,57,0.719298,1
batter,24296,2024,156,0.538462,1
batter,24296,2025,256,0.523438,0
batter,24297,2023,287,0.595819,1
batter,24297,2024,436,0.573394,1
batter,24299,2023,81,0.740741,1
batter,24299,2024,104,0.711538,1
batter,24299,2025,217,0.603687,1
batter,24301,2023,1312,0.503049,1
batter,24301,2024,3518,0.514781,0
batter,24302,2023,63,0.698413,1
batter,24304,2023,779,0.471117,1
batter,24308,2023,788,0.497462,0
batter,24309,2023,1004,0.486056,1
batter,24309,2024,1967,0.497712,1
batter,24315,2024,112,0.517857,0
batter,24315,2025,447,0.49217,1
batter,24316,2025,38,0.289474,0
batter,24325,2024,18,0.5,1
batter,24326,2024,2075,0.494458,1
batter,24331,2024,97,0.494845,0
batter,24331,2025,130,0.507692,1
batter,24332,2024,86,0.523256,0
batter,24332,2025,113,0.486726,1
batter,24335,2024,55,0.454545,1
batter,24335,2025,105,0.428571,1
batter,24336,2024,104,0.394231,1
batter,24341,2024,1912,0.491109,1
batter,24342,2024,923,0.508126,0
batter,24342,2025,2018,0.516353,0
batter,24345,2024,375,0.418667,1
batter,24348,2024,727,0.473177,1
batter,24350,2024,530,0.439623,1
batter,24351,2024,92,0.48913,1
batter,24352,2024,354,0.483051,0
batter,24353,2024,628,0.479299,1
batter,24354,2024,2217,0.548489,1
batter,24354,2025,4508,0.534605,1
batter,24356,2024,1713,0.514302,0
batter,24356,2025,2800,0.516786,0
batter,24357,2024,54,0.37037,1
batter,24357,2025,163,0.429448,0
batter,24359,2024,1,1.0,1
batter,24362,2024,10,0.7,0
batter,24366,2024,4,0.25,0
batter,24368,2024,28,0.464286,0
batter,24371,2024,432,0.467593,1
batter,24372,2024,1801,0.487507,0
batter,24372,2025,2093,0.48925,0
batter,24375,2024,260,0.476923,0
batter,24375,2025,306,0.464052,0
batter,24379,2024,21,0.380952,1
batter,24379,2025,22,0.409091,0
batter,24381,2024,12,0.333333,0
batter,24382,2024,55,0.545455,0
batter,24383,2024,166,0.463855,1
batter,24383,2025,269,0.486989,0
batter,24385,2024,134,0.462687,0
batter,24386,2024,43,0.44186,1
batter,24390,2024,83,0.481928,1
batter,24396,2024,49,0.530612,1
batter,24396,2025,55,0.545455,1
batter,24397,2024,15,0.6,0
batter,24397,2025,39,0.564103,1
batter,24398,2024,129,0.418605,1
batter,24398,2025,1245,0.471486,0
batter,24400,2024,989,0.478261,1
batter,24400,2025,1022,0.479452,0
batter,24402,2024,129,0.372093,0
batter,24402,2025,409,0.396088,0
batter,24403,2024,132,0.462121,1
batter,24403,2025,200,0.43,0
batter,24404,2024,96,0.447917,0
batter,24405,2024,30,0.4,1
batter,24405,2025,107,0.448598,0
batter,24406,2024,8,0.5,0
batter,24407,2025,16,0.4375,1
batter,24408,2025,33,0.545455,0
batter,24409,2024,5,0.6,1
batter,24409,2025,38,0.5,0
batter,24413,2024,92,0.402174,0
batter,24413,2025,456,0.473684,0
batter,24416,2024,56,0.517857,0
batter,24418,2024,280,0.5,1
batter,24418,2025,377,0.511936,0
batter,24419,2024,23,0.434783,0
batter,24421,2024,33,0.393939,1
batter,24421,2025,38,0.421053,1
batter,24426,2024,268,0.514925,0
batter,24426,2025,619,0.489499,1
batter,24427,2024,54,0.333333,0
batter,24430,2024,116,0.508621,1
batter,24430,2025,136,0.529412,1
batter,24437,2024,6,0.833333,0
batter,24438,2024,4,0.75,0
batter,24439,2024,1880,0.473936,1
batter,24439,2025,3935,0.472173,0
batter,24442,2024,127,0.496063,0
batter,24443,2024,137,0.459854,1
batter,24443,2025,194,0.479381,1
batter,24445,2024,101,0.485149,0
batter,24445,2025,118,0.449153,0
batter,24448,2024,92,0.51087,1
batter,24448,2025,130,0.469231,1
batter,24457,2024,29,0.655172,1
batter,24458,2024,15,0.6,0
batter,24462,2024,1001,0.54046,0
batter,24464,2024,808,0.522277,1
batter,24466,2024,926,0.481641,1
batter,24466,2025,2498,0.481986,1
batter,24470,2025,24,0.333333,1
batter,24471,2025,42,0.52381,1
batter,24472,2025,46,0.391304,1
batter,24473,2025,18,0.388889,0
batter,24474,2025,15,0.466667,1
batter,24475,2025,38,0.421053,0
batter,24476,2025,25,0.48,0
batter,24479,2025,849,0.440518,1
batter,24480,2025,755,0.463576,0
batter,24481,2025,243,0.489712,0
batter,24489,2025,83,0.421687,0
batter,24490,2025,1118,0.446333,0
batter,24491,2025,301,0.481728,1
batter,24492,2025,737,0.459973,0
batter,24493,2025,42,0.404762,1
batter,24496,2025,997,0.487462,0
batter,24497,2025,79,0.544304,1
batter,24500,2025,1108,0.471119,1
batter,24501,2025,297,0.474747,1
batter,24503,2025,98,0.469388,0
batter,24505,2025,14,0.428571,0
batter,24507,2025,198,0.444444,0
batter,24510,2025,2149,0.489995,0
batter,24517,2025,66,0.530303,1
batter,24520,2025,53,0.415094,0
batter,24521,2025,20,0.4,1
batter,24526,2025,2441,0.507169,1
batter,24528,2025,112,0.330357,0
batter,24529,2025,220,0.354545,1
batter,24530,2025,89,0.483146,1
batter,24532,2025,289,0.49481,1
batter,24534,2025,52,0.538462,1
batter,24536,2025,95,0.389474,0
batter,24542,2025,1169,0.479042,1
batter,24543,2025,110,0.454545,1
batter,24545,2025,2068,0.46325,0
batter,24547,2025,138,0.449275,0
batter,24548,2025,1477,0.488152,1
batter,24551,2025,4,0.5,1
batter,24554,2025,100,0.45,1
batter,24558,2025,22,0.5,1
batter,24562,2025,38,0.394737,0
batter,24567,2025,424,0.502358,0
batter,24569,2025,1164,0.475945,1
batter,24574,2025,187,0.433155,0
batter,24575,2025,49,0.387755,0
batter,24578,2025,82,0.414634,0
batter,24581,2025,86,0.372093,0
batter,24582,2025,625,0.4752,1
batter,24583,2025,6,0.5,0
batter,24584,2025,32,0.4375,0
batter,24588,2025,38,0.421053,1
batter,24589,2025,52,0.384615,1
batter,24590,2025,108,0.518519,1
batter,24593,2025,136,0.441176,0
batter,24594,2025,37,0.432432,0
batter,24595,2025,8,0.375,0
batter,24601,2025,22,0.545455,1
batter,24603,2025,28,0.571429,0
batter,24612,2025,4,0.0,1
batter,24613,2025,22,0.5,1
batter,24616,2025,49,0.428571,0
batter,24620,2025,38,0.552632,1
batter,24628,2025,100,0.47,0
batter,24630,2025,684,0.494152,0
batter,24632,2025,465,0.432258,1
